12,057,9806.00,1,1,100,96,96,100
26,081,0026.00,1,1,100,35,35,100
17,151,9713.00,2,2,100,372,372,100
13,021,0111.00,1,1,100,20,20,100
36,055,0092.00,1,1,100,51,51,100
39,093,0231.00,2,2,100,94,94,100
36,047,0922.00,2,2,100,829,829,100
36,005,0087.00,1,1,100,466,466,100
72,105,5203.00,1,1,100,87,87,100
04,027,0004.04,5,5,100,402,402,100
18,035,0014.00,2,2,100,103,103,100
26,049,0013.00,2,2,100,127,127,100
01,091,9733.00,1,1,100,214,214,100
36,059,4068.01,3,3,100,531,531,100
35,043,9406.00,4,4,100,932,932,100
12,103,0287.00,1,1,100,43,43,100
36,005,0229.01,1,1,100,444,444,100
36,005,0374.00,1,1,100,470,470,100
12,086,0004.02,7,7,100,616,616,100
48,061,0132.06,1,1,100,90,90,100
44,007,0151.00,9,9,100,1069,1069,100
36,047,0425.00,1,1,100,409,409,100
36,005,0169.00,1,1,100,311,311,100
48,201,4532.00,2,2,100,184,184,100
48,061,0133.09,2,2,100,131,131,100
36,005,0189.00,4,4,100,1803,1803,100
12,083,0005.02,1,1,100,73,73,100
36,081,0504.00,7,7,100,2358,2358,100
05,119,0032.05,1,1,100,113,113,100
17,031,5301.00,2,2,100,190,190,100
48,029,1712.00,2,2,100,101,101,100
36,033,9400.00,1,1,100,239,239,100
39,061,0098.00,1,1,100,58,58,100
51,139,,1,1,100,205,205,100
42,003,5522.00,1,1,100,53,53,100
36,081,0592.00,4,4,100,1565,1565,100
17,031,5302.00,2,2,100,249,249,100
48,201,5329.00,8,8,100,651,651,100
37,033,,1,1,100,68,68,100
36,005,0408.00,3,3,100,960,960,100
55,079,0099.00,1,1,100,52,52,100
48,375,0141.00,2,2,100,144,144,100
02,050,0003.00,1,1,100,121,121,100
26,163,5007.00,1,1,100,46,46,100
36,047,0886.00,2,2,100,846,846,100
37,107,0102.00,1,1,100,74,74,100
28,077,,1,1,100,177,177,100
48,427,9501.05,1,1,100,167,167,100
24,510,1304.00,1,1,100,68,68,100
13,019,,1,1,100,231,231,100
17,031,2608.00,1,1,100,150,150,100
54,047,9545.04,1,1,100,81,81,100
36,005,0338.00,2,2,100,608,608,100
22,017,0246.02,2,2,100,145,145,100
19,163,0109.00,2,2,100,93,93,100
36,081,0398.00,5,5,100,1998,1998,100
26,065,0021.01,4,4,100,219,219,100
72,001,9565.00,1,1,100,78,78,100
12,095,0134.05,2,2,100,268,268,100
04,017,9400.15,1,1,100,176,176,100
39,095,0053.00,1,1,100,29,29,100
72,133,,2,2,100,243,243,100
18,039,0027.00,1,1,100,41,41,100
01,091,9732.00,2,2,100,168,168,100
39,049,0087.10,2,2,100,152,152,100
36,081,0524.00,10,10,100,3579,3579,100
36,081,0238.00,1,1,100,526,526,100
42,045,4051.00,6,6,100,472,472,100
17,097,8627.00,3,3,100,179,179,100
34,007,6019.00,1,1,100,47,47,100
51,013,1027.01,1,1,100,539,539,100
48,029,1411.01,3,3,100,218,218,100
24,047,9800.00,1,1,100,295,295,100
36,081,0114.00,1,1,100,369,369,100
72,137,1222.02,5,5,100,492,492,100
29,047,0206.02,12,12,100,874,874,100
34,031,2642.00,1,1,100,168,168,100
17,031,8435.00,1,1,100,65,65,100
72,031,0508.41,3,3,100,317,317,100
01,063,0600.00,1,1,100,141,141,100
04,013,1060.01,3,3,100,295,295,100
36,005,0429.02,2,2,100,776,776,100
18,097,3505.00,1,1,100,58,58,100
06,083,,1,1,100,245,245,100
24,510,0704.00,1,1,100,153,153,100
27,129,,1,1,100,145,145,100
48,201,5508.00,3,3,100,212,212,100
26,049,0108.12,2,2,100,61,61,100
04,019,0026.04,5,5,100,387,387,100
06,037,5023.02,5,5,100,1492,1492,100
40,127,0978.00,1,1,100,119,119,100
48,113,0107.04,6,6,100,492,492,100
36,081,0434.00,5,5,100,1557,1557,100
17,031,2924.00,3,3,100,347,347,100
39,035,1207.01,1,1,100,39,39,100
39,093,0710.00,3,3,100,207,207,100
48,479,0009.03,1,1,100,56,56,100
12,086,0020.01,2,2,100,162,162,100
06,033,,1,1,100,77,77,100
42,003,5625.00,3,3,100,169,169,100
36,005,0245.01,3,3,100,1199,1199,100
72,055,9613.00,1,1,100,45,45,100
36,047,1098.00,4,4,100,1720,1720,100
48,201,2225.01,5,5,100,436,436,100
13,063,0405.23,2,2,100,174,174,100
48,201,3328.00,2,2,100,269,269,100
39,035,1204.00,1,1,100,18,18,100
48,201,2210.00,4,4,100,285,285,100
12,086,0010.05,1,1,100,92,92,100
17,031,2605.00,3,3,100,459,459,100
17,031,2305.00,2,2,100,300,300,100
36,047,1160.00,5,5,100,1944,1944,100
12,071,0011.01,1,1,100,54,54,100
36,005,0359.00,1,1,100,430,430,100
36,103,1456.03,11,11,100,2357,2357,100
36,047,0888.00,2,2,100,821,821,100
12,099,0014.02,1,1,100,62,62,100
39,035,1021.02,7,7,100,309,309,100
42,101,0156.00,3,3,100,398,398,100
36,047,0946.00,3,3,100,993,993,100
17,031,6905.00,1,1,100,170,170,100
13,121,0083.02,1,1,100,34,34,100
72,025,2019.00,1,1,100,91,91,100
12,009,0623.02,3,3,100,137,137,100
36,047,1172.01,1,1,100,331,331,100
48,029,1609.02,1,1,100,44,44,100
12,021,0112.05,1,1,100,140,140,100
22,071,0017.41,2,2,100,160,160,100
13,067,0304.11,1,1,100,54,54,100
17,031,6812.00,2,2,100,527,527,100
06,037,2063.00,1,1,100,291,291,100
51,149,8502.00,1,1,100,117,117,100
36,081,0998.01,2,2,100,970,970,100
22,075,0507.00,1,1,100,130,130,100
42,085,0334.00,1,1,100,32,32,100
42,101,0056.00,1,1,100,115,115,100
39,095,0031.00,1,1,100,58,58,100
05,069,0019.01,2,2,100,224,224,100
13,121,0076.04,1,1,100,45,45,100
17,031,2512.00,8,8,100,1106,1106,100
51,041,1004.04,2,2,100,215,215,100
26,163,5392.00,2,2,100,59,59,100
48,479,0018.08,3,3,100,218,218,100
12,103,0254.17,1,1,100,67,67,100
55,079,0021.00,3,3,100,211,211,100
36,047,0441.00,1,1,100,585,585,100
39,017,0003.00,1,1,100,42,42,100
17,031,4307.00,1,1,100,140,140,100
12,086,0016.06,3,3,100,474,474,100
34,013,0048.02,1,1,100,324,324,100
12,057,0038.00,1,1,100,110,110,100
55,079,1861.00,2,2,100,186,186,100
47,037,0158.03,2,2,100,158,158,100
48,439,1052.04,2,2,100,169,169,100
39,093,0714.00,3,3,100,143,143,100
42,003,9808.00,1,1,100,200,200,100
28,063,9502.00,1,1,100,133,133,100
72,011,,1,1,100,142,142,100
11,001,0096.01,2,2,100,483,483,100
72,113,0704.00,1,1,100,87,87,100
36,029,9400.00,1,1,100,80,80,100
26,065,9803.00,1,1,100,60,60,100
53,027,9400.00,2,2,100,225,225,100
39,113,0041.00,1,1,100,15,15,100
48,423,0006.00,1,1,100,77,77,100
36,047,0850.00,3,3,100,1107,1107,100
48,427,9501.06,2,2,100,204,204,100
36,047,1194.00,5,5,100,1841,1841,100
51,710,0042.00,1,1,100,98,98,100
09,009,1714.00,3,3,100,327,327,100
06,041,,1,1,100,487,487,100
26,081,0039.00,1,1,100,94,94,100
39,035,1197.02,1,1,100,62,62,100
12,086,0054.03,1,1,100,68,68,100
17,031,4202.00,1,1,100,265,265,100
22,059,,2,2,100,246,246,100
12,105,0113.00,2,2,100,141,141,100
21,175,9501.00,1,1,100,142,142,100
55,079,0135.00,1,1,100,149,149,100
09,003,5012.00,1,1,100,63,63,100
12,095,0146.01,4,4,100,219,219,100
11,001,0074.04,11,11,100,2703,2703,100
48,061,0134.01,2,2,100,155,155,100
39,049,0025.20,9,9,100,1251,1251,100
04,019,0023.00,3,3,100,218,218,100
45,085,0016.00,1,1,100,101,101,100
17,031,2925.00,1,1,100,91,91,100
17,031,8416.00,3,3,100,318,318,100
48,141,0105.06,2,2,100,145,145,100
36,061,0236.00,1,1,100,632,632,100
06,065,0425.12,11,11,100,1137,1137,100
17,031,3017.01,2,2,100,178,178,100
47,093,0028.00,4,4,100,306,306,100
26,049,0037.00,1,1,100,21,21,100
26,163,5792.00,2,2,100,40,40,100
12,086,0102.07,1,1,100,45,45,100
17,089,8529.04,2,2,100,133,133,100
48,201,4214.03,1,1,100,93,93,100
26,163,5516.00,2,2,100,80,80,100
72,141,9576.00,1,1,100,128,128,100
36,005,0205.01,1,1,100,365,365,100
04,013,1144.01,1,1,100,66,66,100
36,047,1134.00,1,1,100,422,422,100
17,031,5304.00,4,4,100,606,606,100
06,037,2283.20,8,8,100,2351,2351,100
48,113,0037.00,3,3,100,264,264,100
48,283,9503.00,3,3,100,311,311,100
34,013,0048.01,2,2,100,388,388,100
17,031,8293.02,1,1,100,29,29,100
12,021,0114.00,1,1,100,66,66,100
39,035,1027.00,3,3,100,90,90,100
34,013,0106.00,2,2,100,280,280,100
48,121,0217.28,1,1,100,132,132,100
36,005,0405.01,1,1,100,321,321,100
04,013,1125.08,2,2,100,198,198,100
48,201,3137.00,4,4,100,362,362,100
24,510,0807.00,2,2,100,340,340,100
36,047,0734.00,1,1,100,356,356,100
34,035,,1,1,100,550,550,100
12,103,0206.00,1,1,100,39,39,100
12,099,0046.01,15,15,100,1509,1509,100
36,005,0056.00,1,1,100,458,458,100
72,107,9549.01,2,2,100,182,182,100
26,163,5234.00,2,2,100,152,152,100
39,035,1053.00,4,4,100,211,211,100
72,097,0805.00,2,2,100,201,201,100
36,047,0365.02,3,3,100,1468,1468,100
06,037,2317.10,3,3,100,947,947,100
13,245,0009.00,3,3,100,283,283,100
48,479,0019.00,2,2,100,192,192,100
48,061,9801.00,2,2,100,205,205,100
06,037,5313.01,7,7,100,1954,1954,100
17,031,6705.00,1,1,100,136,136,100
12,101,0328.03,4,4,100,528,528,100
04,019,0025.03,2,2,100,174,174,100
34,007,6009.00,3,3,100,248,248,100
48,201,2230.01,1,1,100,71,71,100
48,113,0101.02,1,1,100,29,29,100
48,029,1708.00,1,1,100,73,73,100
06,037,5331.06,2,2,100,505,505,100
39,035,1219.00,1,1,100,122,122,100
42,003,5128.00,1,1,100,58,58,100
12,127,0818.00,2,2,100,117,117,100
39,035,1018.00,1,1,100,89,89,100
42,101,0105.00,1,1,100,98,98,100
36,063,0213.00,1,1,100,28,28,100
36,047,0413.00,7,7,100,3330,3330,100
30,041,9403.00,1,1,100,175,175,100
04,013,9411.00,2,2,100,302,302,100
02,020,0004.00,1,1,100,192,192,100
48,245,0021.00,1,1,100,84,84,100
49,039,,1,1,100,171,171,100
24,510,1512.00,5,5,100,561,561,100
01,097,0040.00,1,1,100,25,25,100
36,055,0055.00,2,2,100,108,108,100
34,039,0319.03,9,9,100,1897,1897,100
01,073,0008.00,1,1,100,58,58,100
48,479,0006.01,1,1,100,79,79,100
36,047,0908.00,2,2,100,859,859,100
48,245,0005.00,3,3,100,219,219,100
17,031,3514.00,1,1,100,270,270,100
38,085,9409.00,1,1,100,295,295,100
01,097,0027.00,1,1,100,60,60,100
47,157,0220.23,2,2,100,141,141,100
36,005,0387.00,2,2,100,620,620,100
36,005,0398.00,7,7,100,2603,2603,100
34,013,0052.00,6,6,100,1601,1601,100
36,065,0258.00,1,1,100,106,106,100
26,163,5685.00,2,2,100,51,51,100
36,061,0196.00,1,1,100,522,522,100
12,031,0114.00,1,1,100,94,94,100
48,201,2215.00,11,11,100,839,839,100
12,057,0135.04,4,4,100,245,245,100
24,510,0904.00,2,2,100,238,238,100
39,099,8004.00,2,2,100,73,73,100
34,031,1815.00,3,3,100,642,642,100
40,109,1076.06,1,1,100,82,82,100
12,005,0016.00,2,2,100,88,88,100
42,079,2010.00,1,1,100,44,44,100
12,099,0056.01,7,7,100,475,475,100
48,113,0089.00,1,1,100,76,76,100
24,510,2007.02,1,1,100,96,96,100
48,201,2116.00,2,2,100,140,140,100
36,005,0420.00,3,3,100,1027,1027,100
36,005,0044.00,2,2,100,631,631,100
39,099,8030.00,3,3,100,119,119,100
29,095,0061.00,2,2,100,56,56,100
48,201,3231.00,1,1,100,95,95,100
45,029,9701.00,1,1,100,54,54,100
09,001,0736.00,2,2,100,193,193,100
48,113,0039.02,2,2,100,162,162,100
12,086,0109.00,3,3,100,220,220,100
17,031,8368.00,2,2,100,276,276,100
36,005,0115.02,1,1,100,258,258,100
48,201,2336.00,2,2,100,134,134,100
13,223,,3,3,100,211,211,100
06,037,2215.00,1,1,100,275,275,100
01,097,0049.00,1,1,100,70,70,100
42,101,0151.02,4,4,100,354,354,100
12,011,0103.07,2,2,100,161,161,100
26,163,5323.00,1,1,100,63,63,100
22,071,0017.37,4,4,100,286,286,100
34,013,0005.00,2,2,100,385,385,100
39,035,1158.00,1,1,100,27,27,100
47,157,0011.00,1,1,100,49,49,100
26,155,0306.00,4,4,100,244,244,100
24,510,2606.04,2,2,100,169,169,100
01,025,9575.00,2,2,100,206,206,100
39,079,,1,1,100,66,66,100
34,037,3712.00,2,2,100,350,350,100
39,035,1152.00,1,1,100,103,103,100
29,095,0079.00,1,1,100,11,11,100
48,201,3330.00,2,2,100,174,174,100
48,201,2310.00,1,1,100,59,59,100
26,099,2559.00,5,5,100,346,346,100
42,101,0173.00,4,4,100,297,297,100
39,035,1135.00,1,1,100,55,55,100
48,141,0017.00,2,2,100,218,218,100
48,113,0072.01,2,2,100,169,169,100
26,065,,1,1,100,80,80,100
32,003,0041.00,4,4,100,231,231,100
42,003,,1,1,100,287,287,100
12,011,0304.01,3,3,100,284,284,100
53,047,9402.00,1,1,100,71,71,100
17,201,0023.02,5,5,100,385,385,100
72,127,0044.00,1,1,100,149,149,100
36,005,0163.00,1,1,100,435,435,100
06,039,0002.01,1,1,100,402,402,100
48,297,,1,1,100,151,151,100
36,029,0015.00,1,1,100,88,88,100
39,049,0075.33,1,1,100,54,54,100
17,099,,1,1,100,42,42,100
36,005,0127.01,2,2,100,624,624,100
08,031,0008.00,1,1,100,107,107,100
35,013,0010.00,2,2,100,393,393,100
24,510,2804.04,3,3,100,315,315,100
42,101,0071.01,3,3,100,268,268,100
17,031,6709.00,2,2,100,197,197,100
17,031,4207.00,1,1,100,117,117,100
17,031,3018.02,2,2,100,214,214,100
45,085,0008.00,1,1,100,116,116,100
39,035,1165.00,1,1,100,21,21,100
13,063,0402.02,4,4,100,806,806,100
06,037,2949.00,2,2,100,530,530,100
26,049,0109.11,2,2,100,67,67,100
26,049,0001.00,3,3,100,143,143,100
36,081,0262.00,6,6,100,1837,1837,100
13,247,,1,1,100,289,289,100
72,137,1221.00,2,2,100,142,142,100
37,195,0008.01,8,8,100,631,631,100
42,129,8007.00,2,2,100,82,82,100
13,121,0078.08,1,1,100,92,92,100
39,095,0104.00,1,1,100,107,107,100
26,145,0007.00,2,2,100,38,38,100
06,037,4622.01,1,1,100,686,686,100
39,095,0050.00,4,4,100,108,108,100
06,037,1047.03,1,1,100,253,253,100
26,163,5356.00,1,1,100,26,26,100
17,031,3018.03,8,8,100,756,756,100
12,105,0114.00,1,1,100,77,77,100
42,091,2024.01,2,2,100,367,367,100
37,081,0126.08,1,1,100,123,123,100
42,079,2140.00,3,3,100,177,177,100
36,047,0365.01,6,6,100,2938,2938,100
12,086,0025.02,4,4,100,294,294,100
48,439,1038.00,1,1,100,32,32,100
26,025,0041.00,1,1,100,40,40,100
11,001,0098.03,6,6,100,1011,1011,100
48,029,1701.01,2,2,100,121,121,100
39,035,1618.00,3,3,100,166,166,100
26,121,0043.00,1,1,100,32,32,100
12,101,0310.05,5,5,100,294,294,100
48,061,0121.02,2,2,100,223,223,100
06,037,2312.20,1,1,100,375,375,100
40,143,0030.00,5,5,100,243,243,100
48,113,0153.03,1,1,100,112,112,100
39,113,0042.00,1,1,100,77,77,100
13,097,,1,1,100,176,176,100
36,065,0208.03,3,3,100,176,176,100
12,031,0015.00,1,1,100,105,105,100
39,099,8003.00,1,1,100,31,31,100
36,005,0383.01,1,1,100,324,324,100
39,017,0123.00,1,1,100,48,48,100
48,215,0241.14,1,1,100,43,43,100
36,047,1158.00,8,8,100,3179,3179,100
34,031,1822.00,2,2,100,302,302,100
42,003,1203.00,1,1,100,42,42,100
39,035,1178.00,2,2,100,155,155,100
35,031,9457.00,1,1,100,201,201,100
39,085,2045.00,3,3,100,324,324,100
06,037,5343.01,2,2,100,364,364,100
51,087,2004.12,1,1,100,120,120,100
42,003,5140.00,3,3,100,170,170,100
17,031,2522.02,5,5,100,681,681,100
36,047,0589.00,2,2,100,1281,1281,100
36,047,1016.00,1,1,100,565,565,100
26,049,0019.00,2,2,100,98,98,100
39,095,0011.00,1,1,100,53,53,100
13,215,0034.00,1,1,100,28,28,100
39,061,0103.00,3,3,100,131,131,100
36,081,0188.00,4,4,100,1284,1284,100
72,127,0074.00,9,9,100,1145,1145,100
17,031,4914.00,2,2,100,219,219,100
26,163,5735.00,1,1,100,112,112,100
26,115,8319.00,1,1,100,60,60,100
34,013,0232.00,5,5,100,1090,1090,100
20,209,0420.02,1,1,100,44,44,100
34,013,0231.00,3,3,100,775,775,100
17,031,8274.00,2,2,100,108,108,100
40,109,1041.00,2,2,100,93,93,100
12,095,0120.00,4,4,100,231,231,100
17,031,8173.00,1,1,100,123,123,100
08,041,0044.02,1,1,100,87,87,100
36,005,0215.01,6,6,100,3371,3371,100
48,201,2201.00,1,1,100,145,145,100
47,157,0079.00,1,1,100,43,43,100
48,215,0222.04,2,2,100,259,259,100
06,019,0056.07,1,1,100,167,167,100
46,121,9402.00,2,2,100,207,207,100
17,031,6701.00,3,3,100,793,793,100
04,013,1154.00,1,1,100,56,56,100
26,163,5001.00,2,2,100,98,98,100
34,031,1832.00,1,1,100,139,139,100
36,047,0872.00,1,1,100,295,295,100
48,201,3321.00,1,1,100,76,76,100
12,031,0029.01,1,1,100,69,69,100
32,003,0050.10,8,8,100,560,560,100
55,109,,3,3,100,484,484,100
13,089,,1,1,100,343,343,100
32,021,9708.00,1,1,100,128,128,100
08,123,0006.00,1,1,100,54,54,100
29,205,4503.00,1,1,100,76,76,100
42,101,0167.01,1,1,100,59,59,100
12,086,0014.02,1,1,100,88,88,100
29,095,0076.00,3,3,100,223,223,100
20,035,4941.00,2,2,100,80,80,100
26,161,4106.00,1,1,100,49,49,100
36,005,0157.00,3,3,100,1200,1200,100
36,005,0364.00,8,8,100,3065,3065,100
45,047,9709.00,1,1,100,186,186,100
36,081,0280.00,10,10,100,3383,3383,100
42,101,0175.00,4,4,100,329,329,100
26,163,5160.00,1,1,100,26,26,100
48,201,3317.00,4,4,100,364,364,100
26,163,5395.00,1,1,100,25,25,100
36,055,0066.00,2,2,100,89,89,100
12,011,0508.00,2,2,100,239,239,100
72,111,7307.00,2,2,100,158,158,100
42,101,0245.00,3,3,100,350,350,100
48,201,3327.00,3,3,100,214,214,100
24,043,0004.00,1,1,100,107,107,100
06,037,5342.01,3,3,100,607,607,100
39,155,9206.00,1,1,100,64,64,100
34,013,0127.00,5,5,100,579,579,100
55,079,0018.00,2,2,100,170,170,100
06,037,1047.01,5,5,100,1276,1276,100
04,013,1097.04,5,5,100,348,348,100
34,013,0018.00,7,7,100,1216,1216,100
35,037,,1,1,100,129,129,100
26,163,5301.00,1,1,100,37,37,100
34,013,0003.00,2,2,100,395,395,100
48,113,0146.03,1,1,100,98,98,100
36,029,0036.00,1,1,100,222,222,100
18,097,3506.00,3,3,100,158,158,100
48,113,0144.03,1,1,100,174,174,100
13,121,0086.02,3,3,100,404,404,100
36,005,0448.00,9,9,100,3340,3340,100
04,013,4207.08,4,4,100,336,336,100
29,510,1271.00,1,1,100,54,54,100
36,005,0060.00,1,1,100,370,370,100
72,033,0202.00,8,8,100,1090,1090,100
39,035,1138.01,1,1,100,118,118,100
45,031,0107.00,1,1,100,68,68,100
24,019,9709.00,4,4,100,750,750,100
72,113,0702.02,3,3,100,232,232,100
12,001,0006.00,5,5,100,468,468,100
06,037,1174.07,1,1,100,234,234,100
29,095,0155.00,1,1,100,14,14,100
48,141,9800.00,1,1,100,324,324,100
31,055,0021.00,1,1,100,108,108,100
36,047,0916.00,6,6,100,2580,2580,100
72,054,,1,1,100,71,71,100
26,163,5314.00,1,1,100,14,14,100
42,033,,1,1,100,89,89,100
72,021,0312.01,3,3,100,257,257,100
34,017,0053.00,12,12,100,2195,2195,100
36,081,0179.00,1,1,100,500,500,100
02,122,0001.00,1,1,100,39,39,100
27,163,,1,1,100,141,141,100
36,005,0390.00,5,5,100,1967,1967,100
17,031,6712.00,2,2,100,407,407,100
42,101,0241.00,1,1,100,280,280,100
53,021,9801.00,1,1,100,240,240,100
34,007,6103.00,1,1,100,93,93,100
47,157,0020.00,1,1,100,68,68,100
42,101,0084.00,5,5,100,445,445,100
36,081,0972.02,1,1,100,312,312,100
36,005,0220.00,1,1,100,439,439,100
47,157,0045.00,2,2,100,161,161,100
51,670,,1,1,100,145,145,100
36,067,0061.02,2,2,100,242,242,100
39,093,0709.01,1,1,100,128,128,100
30,087,9404.00,2,2,100,113,113,100
12,057,0108.05,2,2,100,160,160,100
12,043,0003.00,5,5,100,1103,1103,100
36,119,9850.00,1,1,100,385,385,100
17,031,7103.00,2,2,100,285,285,100
34,013,0024.00,8,8,100,1328,1328,100
01,097,0032.04,3,3,100,201,201,100
54,047,9539.00,1,1,100,69,69,100
36,005,0135.00,5,5,100,1784,1784,100
36,005,0205.02,2,2,100,1132,1132,100
29,510,1113.00,2,2,100,112,112,100
36,005,0185.00,1,1,100,341,341,100
17,031,5306.00,2,2,100,132,132,100
37,081,0143.00,1,1,100,54,54,100
17,197,8812.00,6,6,100,380,380,100
51,650,0114.00,1,1,100,178,178,100
26,099,2636.00,5,5,100,260,260,100
48,035,,1,1,100,72,72,100
17,031,6302.00,3,3,100,318,318,100
36,005,0369.01,1,1,100,372,372,100
36,081,0266.00,6,6,100,2017,2017,100
12,095,0169.06,1,1,100,54,54,100
34,013,0017.00,6,6,100,1684,1684,100
08,043,,1,1,100,149,149,100
31,109,9832.00,1,1,100,127,127,100
21,037,0501.00,1,1,100,65,65,100
22,055,0009.00,3,3,100,200,200,100
48,201,2119.00,2,2,100,115,115,100
13,015,9608.02,1,1,100,265,265,100
48,337,,1,1,100,102,102,100
22,071,0017.36,3,3,100,364,364,100
25,005,6507.00,1,1,100,169,169,100
34,013,0043.00,2,2,100,380,380,100
42,045,4054.00,3,3,100,221,221,100
34,013,0014.00,7,7,100,1849,1849,100
04,009,9405.00,1,1,100,152,152,100
39,035,1410.00,1,1,100,41,41,100
06,029,0034.00,3,3,100,310,310,100
45,079,0105.02,3,3,100,222,222,100
06,037,2049.20,7,7,100,1709,1709,100
36,005,0392.00,2,2,100,630,630,100
18,163,0020.00,1,1,100,81,81,100
06,037,2282.10,3,3,100,861,861,100
48,113,0137.13,1,1,100,88,88,100
36,005,0388.00,9,9,100,3851,3851,100
04,019,0039.01,7,7,100,522,522,100
42,101,0246.00,3,3,100,221,221,100
36,087,0118.00,2,2,100,319,319,100
12,105,0112.03,2,2,100,88,88,100
17,031,2308.00,3,3,100,264,264,100
09,009,1408.00,4,4,100,574,574,100
17,077,0114.00,1,1,100,107,107,100
28,049,0025.00,1,1,100,82,82,100
25,013,8006.00,1,1,100,117,117,100
24,510,2718.01,1,1,100,127,127,100
48,489,9505.00,3,3,100,396,396,100
13,051,0033.01,1,1,100,102,102,100
10,003,0009.00,2,2,100,227,227,100
36,005,0069.00,1,1,100,236,236,100
17,031,4306.00,4,4,100,653,653,100
48,061,0119.03,1,1,100,63,63,100
72,137,1212.00,3,3,100,304,304,100
06,099,0039.08,2,2,100,213,213,100
06,037,5402.01,3,3,100,860,860,100
48,029,1510.00,3,3,100,226,226,100
39,035,1261.00,2,2,100,140,140,100
36,029,0030.00,2,2,100,74,74,100
36,081,1072.02,1,1,100,333,333,100
01,099,0762.00,2,2,100,193,193,100
18,141,0021.00,1,1,100,31,31,100
29,095,0022.00,1,1,100,39,39,100
34,013,0042.00,6,6,100,1024,1024,100
12,001,0014.00,6,6,100,575,575,100
48,085,,2,2,100,349,349,100
36,081,0534.01,6,6,100,2381,2381,100
42,003,5611.00,1,1,100,37,37,100
12,021,0112.04,1,1,100,28,28,100
09,009,1702.00,1,1,100,123,123,100
34,031,1827.00,9,9,100,1653,1653,100
48,061,0139.03,4,4,100,197,197,100
36,063,9400.01,1,1,100,113,113,100
17,031,2516.00,3,3,100,228,228,100
46,113,9408.00,1,1,100,220,220,100
39,049,0054.10,1,1,100,86,86,100
34,013,0045.00,3,3,100,582,582,100
39,035,1164.00,2,2,100,108,108,100
17,097,8625.02,2,2,100,141,141,100
39,035,1218.00,4,4,100,211,211,100
42,101,0071.02,5,5,100,331,331,100
48,201,2306.00,1,1,100,74,74,100
48,439,1045.03,1,1,100,88,88,100
12,071,0208.00,1,1,100,29,29,100
36,119,9810.00,1,1,100,414,414,100
36,071,0006.00,3,3,100,360,360,100
36,047,0814.00,2,2,100,712,712,100
51,153,9002.03,2,2,100,343,343,100
42,003,5519.00,1,1,100,57,57,100
04,013,1055.01,3,3,100,233,233,100
36,081,0918.00,3,3,100,783,783,100
35,047,9578.00,3,3,100,357,357,100
40,143,0002.00,1,1,100,74,74,100
34,017,0020.00,1,1,100,311,311,100
26,163,5105.00,1,1,100,21,21,100
06,077,0033.08,4,4,100,475,475,100
42,003,5610.00,1,1,100,61,61,100
29,143,9605.00,2,2,100,110,110,100
48,479,0017.17,6,6,100,720,720,100
34,013,0028.00,1,1,100,132,132,100
01,073,0035.00,1,1,100,117,117,100
48,141,0102.22,2,2,100,320,320,100
37,101,,1,1,100,75,75,100
47,037,0142.00,1,1,100,73,73,100
36,005,0177.01,2,2,100,795,795,100
26,049,0015.00,1,1,100,32,32,100
24,510,1503.00,1,1,100,49,49,100
42,101,0083.01,4,4,100,306,306,100
